DATE,Facility_Type,County,Case_Count
2021-04-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1143
2021-04-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1151
2021-04-28 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,630
2021-04-28 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,77
2021-04-28 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,711
2021-04-28 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-04-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1143
2021-04-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1151
2021-04-28 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,630
2021-04-28 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,77
2021-04-28 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,711
2021-04-28 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-05 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,920
2021-05-05 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,945
2021-05-05 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,575
2021-05-05 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-05 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,476
2021-05-05 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-05 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,920
2021-05-05 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,945
2021-05-05 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,575
2021-05-05 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-05 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,476
2021-05-05 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-13 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1034
2021-05-13 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1185
2021-05-13 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,579
2021-05-13 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-13 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,589
2021-05-13 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-19 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,866
2021-05-19 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,948
2021-05-19 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,368
2021-05-19 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-19 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,255
2021-05-19 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-19 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,866
2021-05-19 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,948
2021-05-19 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,368
2021-05-19 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-19 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,255
2021-05-19 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-05-26 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,617
2021-05-26 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,605
2021-05-26 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,667
2021-05-26 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-05-26 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,489
2021-05-26 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-02 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,492
2021-06-02 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,456
2021-06-02 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,105
2021-06-02 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-06-02 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,337
2021-06-02 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-09 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,300
2021-06-09 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,244
2021-06-09 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,257
2021-06-09 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-09 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,153
2021-06-09 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-09 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,300
2021-06-09 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,244
2021-06-09 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,257
2021-06-09 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-09 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,153
2021-06-09 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,58
2021-06-16 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,25
2021-06-16 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,177
2021-06-16 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,58
2021-06-16 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,25
2021-06-16 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,177
2021-06-16 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-16 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,64
2021-06-23 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,72
2021-06-23 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,175
2021-06-23 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,64
2021-06-23 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,72
2021-06-23 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,175
2021-06-23 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-23 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,81
2021-06-30 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,98
2021-06-30 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,81
2021-06-30 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,98
2021-06-30 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-06-30 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,17
2021-07-07 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,26
2021-07-07 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,94
2021-07-07 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,17
2021-07-07 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,26
2021-07-07 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,94
2021-07-07 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-07-07 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-07-14 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,36
2021-07-14 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,29
2021-07-14 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,178
2021-07-14 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-07-14 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,0
2021-07-14 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-07-21 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,144
2021-07-21 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,188
2021-07-21 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,84
2021-07-21 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-07-21 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,655
2021-07-21 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-07-28 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,329
2021-07-28 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,496
2021-07-28 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,141
2021-07-28 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-07-28 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,345
2021-07-28 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-04 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,463
2021-08-04 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,575
2021-08-04 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,142
2021-08-04 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-04 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,349
2021-08-04 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-11 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,639
2021-08-11 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,764
2021-08-11 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,444
2021-08-11 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-11 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,544
2021-08-11 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-11 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,639
2021-08-11 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,764
2021-08-11 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,444
2021-08-11 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-11 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,544
2021-08-11 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-18 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,682
2021-08-18 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,695
2021-08-18 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,445
2021-08-18 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-18 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,549
2021-08-18 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,684
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,729
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,446
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,555
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,684
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,729
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,446
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,555
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,684
2021-08-25 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,729
2021-08-25 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,446
2021-08-25 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-08-25 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,555
2021-08-25 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-09-01 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,899
2021-09-01 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1017
2021-09-01 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,256
2021-09-01 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-09-01 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,821
2021-09-01 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-09-08 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,733
2021-09-08 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,843
2021-09-08 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,588
2021-09-08 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-09-08 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,832
2021-09-08 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,24
2021-09-15 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,868
2021-09-15 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,897
2021-09-15 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,539
2021-09-15 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-09-15 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,646
2021-09-15 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,24
2021-09-22 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,988
2021-09-22 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,981
2021-09-22 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,585
2021-09-22 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-09-22 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,649
2021-09-22 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,26
2021-09-29 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,753
2021-09-29 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,839
2021-09-29 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,492
2021-09-29 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,6
2021-09-29 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,652
2021-09-29 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-06 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,977
2021-10-06 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,934
2021-10-06 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,553
2021-10-06 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-10-06 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,780
2021-10-06 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-06 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,977
2021-10-06 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,934
2021-10-06 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,553
2021-10-06 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-10-06 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,780
2021-10-06 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-13 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1021
2021-10-13 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,1004
2021-10-13 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,247
2021-10-13 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,104
2021-10-13 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,783
2021-10-13 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-20 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,968
2021-10-20 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,960
2021-10-20 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,88
2021-10-20 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,104
2021-10-20 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,383
2021-10-20 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,416
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,419
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,226
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,384
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,416
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,419
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,226
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,384
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-10-27 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,416
2021-10-27 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,419
2021-10-27 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,226
2021-10-27 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-10-27 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,384
2021-10-27 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,499
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,530
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,268
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,194
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,499
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,530
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,268
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,194
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-11-03 11:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,499
2021-11-03 11:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,530
2021-11-03 11:00:00,Staff: State and Local Affected Facilities,Baltimore_City,268
2021-11-03 11:00:00,Patients: State and Local Affected Facilities,Baltimore_City,134
2021-11-03 11:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,194
2021-11-03 11:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2021-11-10 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,681
2021-11-10 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Baltimore_City,685
2021-11-10 10:00:00,Staff: State and Local Affected Facilities,Baltimore_City,268
2021-11-10 10:00:00,Patients: State and Local Affected Facilities,Baltimore_City,0
2021-11-10 10:00:00,Inmates: State and Local Affected Facilities,Baltimore_City,194
2021-11-10 10:00:00,Youth: State and Local Affected Facilities,Baltimore_City,0
2020-04-29 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,2
2020-04-29 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-04-29 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-04-29 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-04-29 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-04-29 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-05-06 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,3
2020-05-06 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-06 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-05-06 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-05-06 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-05-06 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-05-13 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-13 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-13 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-05-13 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-05-13 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-05-13 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-05-20 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-20 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-20 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-05-20 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-05-20 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-05-20 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-05-27 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-27 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-05-27 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-05-27 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-05-27 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-05-27 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-06-03 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,3
2020-06-03 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,1
2020-06-03 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-06-03 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-06-03 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-06-03 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-06-10 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,3
2020-06-10 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,1
2020-06-10 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-06-10 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-06-10 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-06-10 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-06-17 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-06-17 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-06-17 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-06-17 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
2020-06-17 10:00:00,Inmates: State and Local Affected Facilities,Calvert,0
2020-06-17 10:00:00,Youth: State and Local Affected Facilities,Calvert,0
2020-06-24 10:00:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-06-24 10:00:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",Calvert,0
2020-06-24 10:00:00,Staff: State and Local Affected Facilities,Calvert,0
2020-06-24 10:00:00,Patients: State and Local Affected Facilities,Calvert,0
